citypair,aircraft,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,quarter,year,revenue
BNA-DEN,Boeing 737-300,75.0,77.0,10023.0,10605.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-DEN,Boeing 737-700/700LR/Max 7,174.0,175.0,23080.0,24882.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-DEN,Boeing 737-800,84.0,87.0,13650.0,14700.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-DTW,Boeing 737-300,11.0,12.0,1468.0,1561.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-FLL,Boeing 737-300,111.0,112.0,12946.0,15393.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-HOU,Boeing 737-700/700LR/Max 7,242.0,247.0,26252.0,34606.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-LAS,Boeing 737-700/700LR/Max 7,126.0,127.0,16365.0,18018.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-LAX,Boeing 737-700/700LR/Max 7,156.0,157.0,20644.0,22308.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-LGA,Boeing 737-700/700LR/Max 7,243.0,245.0,31614.0,34749.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-MCI,Boeing 737-300,115.0,116.0,13711.0,16385.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-MCO,Boeing 737-700/700LR/Max 7,368.0,371.0,43519.0,52624.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-MDW,Boeing 737-700/700LR/Max 7,561.0,564.0,72294.0,80223.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-PHL,Boeing 737-700/700LR/Max 7,103.0,104.0,13537.0,14729.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-RDU,Boeing 737-700/700LR/Max 7,224.0,225.0,28721.0,32032.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-RSW,Boeing 737-700/700LR/Max 7,6.0,7.0,558.0,858.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BNA-TPA,Boeing 737-300,90.0,93.0,10431.0,12672.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-DEN,Boeing 737-300,35.0,37.0,4418.0,5005.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-DEN,Boeing 737-700/700LR/Max 7,132.0,135.0,17454.0,18876.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-GEG,Boeing 737-300,53.0,55.0,4304.0,7573.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-LAS,Boeing 737-300,81.0,82.0,9561.0,11379.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-LAS,Boeing 737-700/700LR/Max 7,90.0,92.0,10328.0,12870.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-MDW,Boeing 737-700/700LR/Max 7,25.0,26.0,3075.0,3575.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-OAK,Boeing 737-300,51.0,52.0,5736.0,7227.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOI-OAK,Boeing 737-700/700LR/Max 7,122.0,123.0,14169.0,17446.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-ATL,Boeing 737-300,79.0,81.0,9509.0,11243.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-ATL,Boeing 737-700/700LR/Max 7,171.0,172.0,21591.0,24453.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-BNA,Boeing 737-700/700LR/Max 7,177.0,178.0,20841.0,25311.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-BWI,Boeing 737-300,156.0,158.0,19644.0,22236.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-BWI,Boeing 737-800,137.0,139.0,19185.0,23975.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-DEN,Boeing 737-700/700LR/Max 7,139.0,141.0,18953.0,19877.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-DEN,Boeing 737-800,86.0,87.0,14402.0,15050.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-HOU,Boeing 737-700/700LR/Max 7,135.0,136.0,16968.0,19305.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-IND,Boeing 737-700/700LR/Max 7,124.0,125.0,14649.0,17732.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-MCI,Boeing 737-700/700LR/Max 7,130.0,133.0,13763.0,18590.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-MCI,Boeing 737-800,22.0,23.0,3808.0,3850.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-MDW,Boeing 737-700/700LR/Max 7,361.0,363.0,47204.0,51623.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BOS-MKE,Boeing 737-300,28.0,29.0,3324.0,3926.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUF-BWI,Boeing 737-300,128.0,129.0,15254.0,18238.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUF-BWI,Boeing 737-700/700LR/Max 7,303.0,306.0,31855.0,43329.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUF-MCO,Boeing 737-700/700LR/Max 7,158.0,160.0,16376.0,22594.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUF-MDW,Boeing 737-800,131.0,133.0,18499.0,22925.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUF-TPA,Boeing 737-800,72.0,73.0,10532.0,12600.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-DEN,Boeing 737-700/700LR/Max 7,156.0,160.0,20801.0,22308.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-LAS,Boeing 737-700/700LR/Max 7,815.0,833.0,80095.0,116545.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-OAK,Boeing 737-700/700LR/Max 7,947.0,968.0,95853.0,135421.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-PHX,Boeing 737-700/700LR/Max 7,496.0,500.0,47337.0,70928.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-SFO,Boeing 737-700/700LR/Max 7,249.0,253.0,19960.0,35607.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-SJC,Boeing 737-700/700LR/Max 7,563.0,568.0,51992.0,80509.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BUR-SMF,Boeing 737-700/700LR/Max 7,563.0,564.0,60957.0,80509.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ABQ,Boeing 737-700/700LR/Max 7,157.0,159.0,18873.0,22451.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ALB,Boeing 737-700/700LR/Max 7,355.0,356.0,41485.0,50765.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ALB,Boeing 737-800,121.0,123.0,18537.0,21175.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ATL,Boeing 737-300,220.0,221.0,28691.0,31028.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ATL,Boeing 737-700/700LR/Max 7,294.0,295.0,36683.0,42042.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-AUS,Boeing 737-800,121.0,122.0,15788.0,21175.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BDL,Boeing 737-700/700LR/Max 7,524.0,527.0,60706.0,74932.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BDL,Boeing 737-800,118.0,119.0,14371.0,20650.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BNA,Boeing 737-300,110.0,112.0,12949.0,15496.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BNA,Boeing 737-700/700LR/Max 7,335.0,343.0,37782.0,47905.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BOS,Boeing 737-300,155.0,156.0,19363.0,22075.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BOS,Boeing 737-700/700LR/Max 7,526.0,528.0,65856.0,75218.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BUF,Boeing 737-300,89.0,90.0,10940.0,12667.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-BUF,Boeing 737-700/700LR/Max 7,301.0,306.0,27112.0,43043.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-CHS,Boeing 737-700/700LR/Max 7,268.0,270.0,30366.0,38324.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-CLE,Boeing 737-700/700LR/Max 7,226.0,229.0,27786.0,32318.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-CLT,Boeing 737-700/700LR/Max 7,148.0,149.0,17188.0,21164.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-CMH,Boeing 737-300,104.0,105.0,11506.0,14782.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-DAL,Boeing 737-800,208.0,209.0,32895.0,36400.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-DEN,Boeing 737-700/700LR/Max 7,208.0,212.0,26885.0,29744.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-DEN,Boeing 737-800,234.0,240.0,35112.0,40950.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-FLL,Boeing 737-300,191.0,197.0,22341.0,26977.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-FLL,Boeing 737-800,163.0,166.0,25196.0,28525.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-GRR,Boeing 737-700/700LR/Max 7,90.0,91.0,9726.0,12870.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-HOU,Boeing 737-300,42.0,44.0,5395.0,5850.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-IND,Boeing 737-700/700LR/Max 7,159.0,160.0,16488.0,22737.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ISP,Boeing 737-700/700LR/Max 7,390.0,396.0,44309.0,55770.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ISP,Boeing 737-800,26.0,27.0,3951.0,4550.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-JAX,Boeing 737-300,85.0,87.0,10469.0,12083.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-LAS,Boeing 737-700/700LR/Max 7,169.0,171.0,21504.0,24167.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-LAS,Boeing 737-800,321.0,326.0,49370.0,56175.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-LAX,Boeing 737-800,192.0,193.0,31036.0,33600.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MCI,Boeing 737-300,74.0,77.0,8066.0,10372.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MCO,Boeing 737-700/700LR/Max 7,407.0,410.0,50228.0,58201.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MCO,Boeing 737-800,340.0,342.0,48456.0,59500.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MDW,Boeing 737-700/700LR/Max 7,500.0,512.0,64499.0,71500.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MEM,Boeing 737-300,27.0,29.0,3146.0,3855.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MHT,Boeing 737-700/700LR/Max 7,496.0,505.0,55399.0,70928.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MSP,Boeing 737-700/700LR/Max 7,133.0,135.0,16948.0,19019.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-MSY,Boeing 737-700/700LR/Max 7,191.0,192.0,23275.0,27313.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-OAK,Boeing 737-700/700LR/Max 7,58.0,59.0,7945.0,8294.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-OKC,Boeing 737-300,26.0,27.0,3413.0,3706.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ORF,Boeing 737-700/700LR/Max 7,383.0,385.0,47359.0,54769.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-PDX,Boeing 737-700/700LR/Max 7,25.0,26.0,3436.0,3575.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-PIT,Boeing 737-700/700LR/Max 7,201.0,205.0,22392.0,28743.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-PVD,Boeing 737-700/700LR/Max 7,574.0,579.0,65418.0,82082.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-PWM,Boeing 737-300,39.0,40.0,5330.0,5565.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-PWM,Boeing 737-700/700LR/Max 7,237.0,239.0,29213.0,33891.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-RDU,Boeing 737-300,160.0,162.0,18632.0,22772.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-RDU,Boeing 737-700/700LR/Max 7,414.0,421.0,48661.0,59202.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ROC,Boeing 737-700/700LR/Max 7,204.0,205.0,26635.0,29172.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-ROC,Boeing 737-800,26.0,28.0,3201.0,4550.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-RSW,Boeing 737-300,59.0,60.0,7619.0,8413.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-RSW,Boeing 737-700/700LR/Max 7,160.0,162.0,19242.0,22880.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-RSW,Boeing 737-800,111.0,112.0,13608.0,19425.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SAN,Boeing 737-700/700LR/Max 7,60.0,62.0,7496.0,8580.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SAT,Boeing 737-300,51.0,53.0,6436.0,7161.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SAT,Boeing 737-700/700LR/Max 7,203.0,206.0,25310.0,29029.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SDF,Boeing 737-300,130.0,131.0,13851.0,18512.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SDF,Boeing 737-700/700LR/Max 7,200.0,202.0,22475.0,28600.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SEA,Boeing 737-700/700LR/Max 7,99.0,100.0,13171.0,14157.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-SLC,Boeing 737-700/700LR/Max 7,58.0,59.0,8052.0,8294.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-STL,Boeing 737-300,101.0,102.0,11890.0,14389.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
BWI-TPA,Boeing 737-700/700LR/Max 7,408.0,417.0,46397.0,58344.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CAK-TPA,Boeing 737-700/700LR/Max 7,11.0,12.0,798.0,1573.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CHS-BWI,Boeing 737-700/700LR/Max 7,268.0,270.0,31538.0,38324.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CHS-DAL,Boeing 737-700/700LR/Max 7,90.0,91.0,11211.0,12870.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CHS-HOU,Boeing 737-700/700LR/Max 7,78.0,81.0,9258.0,11154.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CHS-MDW,Boeing 737-700/700LR/Max 7,181.0,184.0,21559.0,25883.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLE-BNA,Boeing 737-700/700LR/Max 7,168.0,170.0,20444.0,24024.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLE-BWI,Boeing 737-700/700LR/Max 7,219.0,222.0,24765.0,31317.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLE-MDW,Boeing 737-700/700LR/Max 7,384.0,393.0,44455.0,54912.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLT-BWI,Boeing 737-700/700LR/Max 7,113.0,114.0,12977.0,16159.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLT-HOU,Boeing 737-700/700LR/Max 7,91.0,93.0,9473.0,13013.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CLT-MDW,Boeing 737-700/700LR/Max 7,167.0,172.0,21882.0,23881.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-DAL,Boeing 737-800,5.0,6.0,764.0,875.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-DCA,Boeing 737-700/700LR/Max 7,166.0,168.0,14997.0,23738.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-DEN,Boeing 737-700/700LR/Max 7,115.0,116.0,13956.0,16445.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-FLL,Boeing 737-700/700LR/Max 7,91.0,92.0,10878.0,13013.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-LAS,Boeing 737-800,168.0,169.0,24724.0,29400.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-MCO,Boeing 737-700/700LR/Max 7,168.0,170.0,19506.0,24024.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-MDW,Boeing 737-700/700LR/Max 7,488.0,493.0,52174.0,69784.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-MDW,Boeing 737-800,40.0,41.0,3201.0,7000.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
CMH-RSW,Boeing 737-300,39.0,40.0,3809.0,5499.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-ABQ,Boeing 737-300,149.0,151.0,16272.0,21139.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-ABQ,Boeing 737-700/700LR/Max 7,221.0,223.0,25896.0,31603.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-ABQ,Boeing 737-800,44.0,45.0,6395.0,7700.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-AMA,Boeing 737-500,71.0,77.0,7183.0,8662.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-AMA,Boeing 737-700/700LR/Max 7,191.0,192.0,18279.0,27313.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-ATL,Boeing 737-700/700LR/Max 7,288.0,296.0,37105.0,41184.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-AUS,Boeing 737-300,228.0,230.0,22662.0,32082.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-AUS,Boeing 737-500,223.0,230.0,22989.0,27206.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-AUS,Boeing 737-700/700LR/Max 7,352.0,353.0,42096.0,50336.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-BWI,Boeing 737-700/700LR/Max 7,228.0,232.0,30079.0,32604.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-CMH,Boeing 737-700/700LR/Max 7,82.0,83.0,9352.0,11726.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-DCA,Boeing 737-700/700LR/Max 7,356.0,360.0,44066.0,50908.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-DEN,Boeing 737-700/700LR/Max 7,256.0,264.0,32447.0,36608.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-DEN,Boeing 737-800,252.0,255.0,38766.0,44100.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-ELP,Boeing 737-500,218.0,223.0,22283.0,26596.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-FLL,Boeing 737-700/700LR/Max 7,180.0,181.0,23237.0,25740.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-HOU,Boeing 737-300,437.0,455.0,45630.0,61411.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-HOU,Boeing 737-500,424.0,460.0,42037.0,51728.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-HOU,Boeing 737-700/700LR/Max 7,715.0,756.0,77010.0,102245.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-IND,Boeing 737-800,22.0,23.0,3655.0,3850.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LAS,Boeing 737-700/700LR/Max 7,188.0,193.0,24857.0,26884.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LBB,Boeing 737-300,91.0,95.0,7723.0,12827.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LBB,Boeing 737-500,98.0,99.0,9433.0,11956.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LBB,Boeing 737-700/700LR/Max 7,219.0,220.0,22040.0,31317.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LGA,Boeing 737-700/700LR/Max 7,338.0,342.0,45867.0,48334.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LIT,Boeing 737-500,103.0,104.0,10813.0,12566.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-LIT,Boeing 737-700/700LR/Max 7,112.0,113.0,10882.0,16016.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MAF,Boeing 737-500,229.0,232.0,17075.0,27938.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MAF,Boeing 737-700/700LR/Max 7,103.0,106.0,9156.0,14729.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MCI,Boeing 737-300,242.0,248.0,29116.0,33916.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MCI,Boeing 737-700/700LR/Max 7,336.0,342.0,39112.0,48048.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MCO,Boeing 737-700/700LR/Max 7,90.0,91.0,12223.0,12870.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MDW,Boeing 737-700/700LR/Max 7,313.0,316.0,42137.0,44759.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MDW,Boeing 737-800,281.0,284.0,46017.0,49175.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MEM,Boeing 737-700/700LR/Max 7,132.0,133.0,14034.0,18876.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MKE,Boeing 737-300,39.0,40.0,4714.0,5571.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MSY,Boeing 737-500,193.0,196.0,21655.0,23546.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-MSY,Boeing 737-700/700LR/Max 7,301.0,305.0,36341.0,43043.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-OKC,Boeing 737-500,169.0,174.0,16651.0,20618.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-PHL,Boeing 737-800,22.0,23.0,3606.0,3850.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-PHX,Boeing 737-800,294.0,295.0,45885.0,51450.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SAN,Boeing 737-700/700LR/Max 7,119.0,120.0,15422.0,17017.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SAT,Boeing 737-500,266.0,269.0,25596.0,32452.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SAT,Boeing 737-700/700LR/Max 7,413.0,420.0,47425.0,59059.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SFO,Boeing 737-700/700LR/Max 7,71.0,72.0,8880.0,10153.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SMF,Boeing 737-800,24.0,25.0,3808.0,4200.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-SNA,Boeing 737-700/700LR/Max 7,168.0,169.0,21532.0,24024.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-STL,Boeing 737-300,175.0,177.0,19044.0,24857.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-STL,Boeing 737-700/700LR/Max 7,288.0,290.0,32615.0,41184.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-TPA,Boeing 737-300,42.0,43.0,5511.0,5994.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-TPA,Boeing 737-700/700LR/Max 7,113.0,114.0,14439.0,16159.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAL-TUL,Boeing 737-300,49.0,50.0,5828.0,6929.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DAY-MDW,Boeing 737-700/700LR/Max 7,219.0,223.0,25453.0,31317.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-ATL,Boeing 737-700/700LR/Max 7,360.0,365.0,43108.0,51480.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-AUS,Boeing 737-800,76.0,77.0,12567.0,13300.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-DAL,Boeing 737-700/700LR/Max 7,356.0,361.0,46132.0,50908.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-HOU,Boeing 737-700/700LR/Max 7,321.0,329.0,36099.0,45903.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-MCI,Boeing 737-700/700LR/Max 7,233.0,237.0,27172.0,33319.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-MDW,Boeing 737-700/700LR/Max 7,694.0,709.0,86593.0,99242.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-MKE,Boeing 737-700/700LR/Max 7,249.0,251.0,27470.0,35607.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-MSY,Boeing 737-700/700LR/Max 7,168.0,171.0,19959.0,24024.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-OMA,Boeing 737-700/700LR/Max 7,90.0,91.0,11113.0,12870.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-STL,Boeing 737-700/700LR/Max 7,266.0,271.0,34732.0,38038.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DCA-TPA,Boeing 737-700/700LR/Max 7,173.0,174.0,21958.0,24739.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
DEN-ABQ,Boeing 737-300,38.0,41.0,4861.0,5386.0,45.71042857142858,43.38828154687501,4108196.0,2,2016,5384
